更新日期,#genre#
CCTV4,http://183.11.239.36:808/hls/77/index.m3u8$IPV4•线路11
CCTV4,http://183.11.239.36:808/hls/67/index.m3u8$IPV4•线路12
CCTV4,http://120.76.248.139/live/bfgd/4200000063.m3u8$IPV4•线路13
CCTV4,http://www.dsk.cc/php/bfgd.php?id=cctv4&m.m3u8$IPV4•线路14
CCTV4,http://111.43.126.240:9003/hls/16/index.m3u8$IPV4•线路15
CCTV4,http://ygbh.site/php/bfgd.php?id=063$IPV4•线路16
CCTV4,http://sh.lnott.top:880/dx04.m3u8$IPV4•线路17
CCTV4,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv4.flv$IPV4•线路18
CCTV4,http://php.cqshushu.ggff.net/jzb.php?id=cctv4&公众号【医工学习日志】$IPV4•线路19
CCTV5,http://117.69.43.137:4022/rtp/238.1.78.171:7240$IPV4•线路1
CCTV5,http://14.117.233.31:8688/rtp/239.77.0.170:5146$IPV4•线路2
CCTV5,http://14.117.233.31:8688/rtp/239.77.0.177:5146$IPV4•线路3
CCTV5,http://171.213.234.216:8089/rtp/239.93.42.37:5140$IPV4•线路4
CCTV5,http://183.160.35.31:4022/rtp/238.1.78.171:7240$IPV4•线路5
CCTV5,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8$IPV4•线路6
CCTV5,http://gmxw.7766.org:808/hls/93/index.m3u8$IPV4•线路7
CCTV5,http://183.11.239.36:808/hls/93/index.m3u8$IPV4•线路8
CCTV5,http://120.76.248.139/live/bfgd/4200000064.m3u8$IPV4•线路9
CCTV5,http://112.46.85.60:8009/hls/503/index.m3u8$IPV4•线路10
CCTV5,https://tvpull.careryun.com/live/2fe3f8cc14c276a4d713fd6b9842e787.m3u8?txSecret=2ad58f18cd715554961a95bc236e6838&txTime=68f4d9d8$IPV4•线路11
CCTV5,http://111.43.126.240:9003/hls/17/index.m3u8$IPV4•线路12
CCTV5,http://ygbh.site/php/bfgd.php?id=064$IPV4•线路13
CCTV5,http://sh.lnott.top:880/dx05.m3u8$IPV4•线路14
CCTV5,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv5.flv$IPV4•线路15
CCTV5,http://php.cqshushu.ggff.net/jzb.php?id=cctv5&公众号【医工学习日志】$IPV4•线路16
CCTV5+,http://www.douzhicloud.site:35455/gaoma/cctv5p.m3u8$IPV4•线路1
CCTV5+,http://120.76.248.139/live/bfgd/4200000246.m3u8$IPV4•线路2
CCTV5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8$IPV4•线路3
CCTV5+,http://cssbyd.imwork.net:8082/hls/6/index.m3u8$IPV4•线路4
CCTV5+,https://piccpndali.v.myalicdn.com/audio/cctv5plus_2.m3u8$IPV4•线路5
CCTV5+,http://www.dsk.cc/php/bfgd.php?id=cctv5p&m.m3u8$IPV4•线路6
CCTV5+,http://111.43.126.240:9003/hls/18/index.m3u8$IPV4•线路7
CCTV5+,http://ygbh.site/php/bfgd.php?id=246$IPV4•线路8
CCTV5+,http://cfss.cc/api/ysp/cctv5p.m3u8$IPV4•线路9
CCTV5+,http://sh.lnott.top:880/dx16.m3u8$IPV4•线路10
CCTV5+,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv5p.flv$IPV4•线路11
CCTV5+,http://php.cqshushu.ggff.net/jzb.php?id=cctv5plus&公众号【医工学习日志】$IPV4•线路12
CCTV6,http://117.69.43.137:4022/rtp/238.1.78.172:7248$IPV4•线路1
CCTV6,http://14.117.233.31:8688/rtp/239.77.0.171:5146$IPV4•线路2
CCTV6,http://14.117.233.31:8688/rtp/239.77.0.178:5146$IPV4•线路3
CCTV6,http://171.213.234.216:8089/rtp/239.93.42.38:5140$IPV4•线路4
CCTV6,http://183.160.35.31:4022/rtp/238.1.78.172:7248$IPV4•线路5
CCTV6,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8$IPV4•线路6
CCTV6,http://183.11.239.36:808/hls/94/index.m3u8$IPV4•线路7
CCTV6,http://120.76.248.139/live/bfgd/4200000065.m3u8$IPV4•线路8
CCTV6,https://piccpndali.v.myalicdn.com/audio/cctv6_2.m3u8$IPV4•线路9
CCTV6,http://182.150.23.74:808/hls/6/index.m3u8$IPV4•线路10
CCTV6,http://www.dsk.cc/php/bfgd.php?id=cctv6&m.m3u8$IPV4•线路11
CCTV6,http://111.43.126.240:9003/hls/19/index.m3u8$IPV4•线路12
CCTV6,http://ygbh.site/php/bfgd.php?id=065$IPV4•线路13
CCTV6,http://sh.lnott.top:880/dx06.m3u8$IPV4•线路14
CCTV6,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv6.flv$IPV4•线路15
CCTV6,http://php.cqshushu.ggff.net/jzb.php?id=cctv6&公众号【医工学习日志】$IPV4•线路16
CCTV7,http://117.69.43.137:4022/rtp/238.1.78.239:7784$IPV4•线路1
CCTV7,http://14.117.233.31:8688/rtp/239.77.0.138:5146$IPV4•线路2
CCTV7,http://14.117.233.31:8688/rtp/239.77.1.159:5146$IPV4•线路3
CCTV7,http://14.117.233.31:8688/rtp/239.77.1.167:5146$IPV4•线路4
CCTV7,http://171.213.234.216:8089/rtp/239.93.1.67:5140$IPV4•线路5
CCTV7,http://183.160.35.31:4022/rtp/238.1.78.239:7784$IPV4•线路6
CCTV7,http://58.57.40.22:9901/tsfile/live/1007_1.m3u8$IPV4•线路7
CCTV7,http://8.138.7.223/tv/cctv7.m3u8$IPV4•线路8
CCTV7,http://8.138.7.223/【公众号：榴芒电视】/cctv7.m3u8$IPV4•线路9
CCTV7,http://183.11.239.36:808/hls/25/index.m3u8$IPV4•线路10
CCTV7,http://120.76.248.139/live/bfgd/4200000127.m3u8$IPV4•线路11
CCTV7,http://www.dsk.cc/php/bfgd.php?id=cctv7&m.m3u8$IPV4•线路12
CCTV7,http://111.43.126.240:9003/hls/20/index.m3u8$IPV4•线路13
CCTV7,http://ygbh.site/php/bfgd.php?id=127$IPV4•线路14
CCTV7,http://sh.lnott.top:880/dx07.m3u8$IPV4•线路15
CCTV7,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv7.flv$IPV4•线路16
CCTV7,http://php.cqshushu.ggff.net/jzb.php?id=cctv7&公众号【医工学习日志】$IPV4•线路17
CCTV8,http://117.69.43.137:4022/rtp/238.1.78.173:7256$IPV4•线路1
CCTV8,http://14.117.233.31:8688/rtp/239.77.0.172:5146$IPV4•线路2
CCTV8,http://14.117.233.31:8688/rtp/239.77.0.181:5146$IPV4•线路3
CCTV8,http://171.213.234.216:8089/rtp/239.93.42.39:5140$IPV4•线路4
CCTV8,http://183.160.35.31:4022/rtp/238.1.78.173:7256$IPV4•线路5
CCTV8,http://58.57.40.22:9901/tsfile/live/1008_1.m3u8$IPV4•线路6
CCTV8,http://iptv77.iptv66.eu.org:35455/gaoma/cctv8.m3u8$IPV4•线路7
CCTV8,http://gmxw.7766.org:808/hls/96/index.m3u8$IPV4•线路8
CCTV8,http://183.11.239.36:808/hls/96/index.m3u8$IPV4•线路9
CCTV8,http://120.76.248.139/live/bfgd/4200000066.m3u8$IPV4•线路10
CCTV8,http://www.dsk.cc/php/bfgd.php?id=cctv8&m.m3u8$IPV4•线路11
CCTV8,http://111.43.126.240:9003/hls/21/index.m3u8$IPV4•线路12
CCTV8,http://ygbh.site/php/bfgd.php?id=066$IPV4•线路13
CCTV8,http://sh.lnott.top:880/dx08.m3u8$IPV4•线路14
CCTV8,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv8.flv$IPV4•线路15
CCTV8,http://php.cqshushu.ggff.net/jzb.php?id=cctv8&公众号【医工学习日志】$IPV4•线路16
CCTV9,http://117.69.43.137:4022/rtp/238.1.78.240:7792$IPV4•线路1
CCTV9,http://14.117.233.31:8688/rtp/239.77.0.135:5146$IPV4•线路2
CCTV9,http://14.117.233.31:8688/rtp/239.77.1.160:5146$IPV4•线路3
CCTV9,http://14.117.233.31:8688/rtp/239.77.1.168:5146$IPV4•线路4
CCTV9,http://171.213.234.216:8089/rtp/239.93.1.24:5140$IPV4•线路5
CCTV9,http://183.160.35.31:4022/rtp/238.1.78.240:7792$IPV4•线路6
CCTV9,http://39.164.160.249:9901/tsfile/live/0009_1.m3u8$IPV4•线路7
CCTV9,http://58.57.40.22:9901/tsfile/live/1009_1.m3u8$IPV4•线路8
CCTV9,http://183.11.239.36:808/hls/27/index.m3u8$IPV4•线路9
CCTV9,http://120.76.248.139/live/bfgd/4200000128.m3u8$IPV4•线路10
CCTV9,http://112.46.85.60:8009/hls/509/index.m3u8$IPV4•线路11
CCTV9,http://www.dsk.cc/php/bfgd.php?id=cctv9&m.m3u8$IPV4•线路12
CCTV9,http://111.43.126.240:9003/hls/22/index.m3u8$IPV4•线路13
CCTV9,http://ygbh.site/php/bfgd.php?id=128$IPV4•线路14
CCTV9,http://sh.lnott.top:880/dx09.m3u8$IPV4•线路15
CCTV9,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv9.flv$IPV4•线路16
CCTV9,http://php.cqshushu.ggff.net/jzb.php?id=cctv9&公众号【医工学习日志】$IPV4•线路17
CCTV10,http://117.69.43.137:4022/rtp/238.1.78.241:7800$IPV4•线路1
CCTV10,http://14.117.233.31:8688/rtp/239.77.0.134:5146$IPV4•线路2
CCTV10,http://14.117.233.31:8688/rtp/239.77.1.113:5146$IPV4•线路3
CCTV10,http://14.117.233.31:8688/rtp/239.77.1.169:5146$IPV4•线路4
CCTV10,http://171.213.234.216:8089/rtp/239.93.1.28:5140$IPV4•线路5
CCTV10,http://183.160.35.31:4022/rtp/238.1.78.241:7800$IPV4•线路6
CCTV10,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8$IPV4•线路7
CCTV10,http://183.11.239.36:808/hls/28/index.m3u8$IPV4•线路8
CCTV10,http://120.76.248.139/live/bfgd/4200000129.m3u8$IPV4•线路9
CCTV10,https://piccpndali.v.myalicdn.com/audio/cctv10_2.m3u8$IPV4•线路10
CCTV10,http://182.150.23.74:808/hls/10/index.m3u8$IPV4•线路11
CCTV10,http://www.dsk.cc/php/bfgd.php?id=cctv10&m.m3u8$IPV4•线路12
CCTV10,http://111.43.126.240:9003/hls/23/index.m3u8$IPV4•线路13
CCTV10,http://ygbh.site/php/bfgd.php?id=129$IPV4•线路14
CCTV10,http://sh.lnott.top:880/dx10.m3u8$IPV4•线路15
CCTV10,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv10.flv$IPV4•线路16
CCTV10,http://php.cqshushu.ggff.net/jzb.php?id=cctv10&公众号【医工学习日志】$IPV4•线路17
CCTV11,http://117.69.43.137:4022/rtp/238.1.78.206:7502$IPV4•线路1
CCTV11,http://14.117.233.31:8688/rtp/239.77.1.238:5146$IPV4•线路2
CCTV11,http://171.213.234.216:8089/rtp/239.93.0.102:5140$IPV4•线路3
CCTV11,http://183.160.35.31:4022/rtp/238.1.78.206:7502$IPV4•线路4
CCTV11,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8$IPV4•线路5
CCTV11,http://183.11.239.36:808/hls/29/index.m3u8$IPV4•线路6
CCTV11,http://120.76.248.139/live/bfgd/4200000130.m3u8$IPV4•线路7
CCTV11,https://piccpndali.v.myalicdn.com/audio/cctv11_2.m3u8$IPV4•线路8
CCTV11,http://182.150.23.74:808/hls/11/index.m3u8$IPV4•线路9
CCTV11,http://www.dsk.cc/php/bfgd.php?id=cctv11&m.m3u8$IPV4•线路10
CCTV11,http://111.43.126.240:9003/hls/24/index.m3u8$IPV4•线路11
CCTV11,http://ygbh.site/php/bfgd.php?id=130$IPV4•线路12
CCTV11,http://sh.lnott.top:880/dx11.m3u8$IPV4•线路13
CCTV11,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv11.flv$IPV4•线路14
CCTV11,http://php.cqshushu.ggff.net/jzb.php?id=cctv11&公众号【医工学习日志】$IPV4•线路15
CCTV12,http://117.69.43.137:4022/rtp/238.1.78.242:7808$IPV4•线路1
CCTV12,http://14.117.233.31:8688/rtp/239.77.0.136:5146$IPV4•线路2
CCTV12,http://14.117.233.31:8688/rtp/239.77.1.109:5146$IPV4•线路3
CCTV12,http://14.117.233.31:8688/rtp/239.77.1.10:5146$IPV4•线路4
CCTV12,http://14.117.233.31:8688/rtp/239.77.1.170:5146$IPV4•线路5
CCTV12,http://171.213.234.216:8089/rtp/239.93.1.30:8124$IPV4•线路6
CCTV12,http://183.160.35.31:4022/rtp/238.1.78.242:7808$IPV4•线路7
CCTV12,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8$IPV4•线路8
CCTV12,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8$IPV4•线路9
CCTV12,http://183.11.239.36:808/hls/30/index.m3u8$IPV4•线路10
CCTV12,http://120.76.248.139/live/bfgd/4200000131.m3u8$IPV4•线路11
CCTV12,http://112.46.85.60:8009/hls/507/index.m3u8$IPV4•线路12
CCTV12,http://www.dsk.cc/php/bfgd.php?id=cctv12&m.m3u8$IPV4•线路13
CCTV12,http://111.43.126.240:9003/hls/25/index.m3u8$IPV4•线路14
CCTV12,http://ygbh.site/php/bfgd.php?id=131$IPV4•线路15
CCTV12,http://sh.lnott.top:880/dx12.m3u8$IPV4•线路16
CCTV12,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv12.flv$IPV4•线路17
CCTV12,http://php.cqshushu.ggff.net/jzb.php?id=cctv12&公众号【医工学习日志】$IPV4•线路18
CCTV13,http://117.69.43.137:4022/rtp/238.1.79.35:4392$IPV4•线路1
CCTV13,http://14.117.233.31:8688/rtp/239.253.43.196:5146$IPV4•线路2
CCTV13,http://14.117.233.31:8688/rtp/239.77.0.188:5146$IPV4•线路3
CCTV13,http://171.213.234.216:8089/rtp/239.93.0.66:5140$IPV4•线路4
CCTV13,http://183.160.35.31:4022/rtp/238.1.79.35:4392$IPV4•线路5
CCTV13,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8$IPV4•线路6
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8$IPV4•线路7
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8$IPV4•线路8
CCTV13,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8$IPV4•线路9
CCTV13,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8$IPV4•线路10
CCTV13,http://www.dsk.cc/php/bfgd.php?id=cctv13&m.m3u8$IPV4•线路11
CCTV13,http://111.43.126.240:9003/hls/26/index.m3u8$IPV4•线路12
CCTV13,http://ygbh.site/php/bfgd.php?id=067$IPV4•线路13
CCTV13,http://sh.lnott.top:880/dx13.m3u8$IPV4•线路14
CCTV13,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv13.flv$IPV4•线路15
CCTV13,http://php.cqshushu.ggff.net/jzb.php?id=cctv13&公众号【医工学习日志】$IPV4•线路16
CCTV14,http://117.69.43.137:4022/rtp/238.1.78.243:7816$IPV4•线路1
CCTV14,http://14.117.233.31:8688/rtp/239.77.0.133:5146$IPV4•线路2
CCTV14,http://14.117.233.31:8688/rtp/239.77.1.161:5146$IPV4•线路3
CCTV14,http://14.117.233.31:8688/rtp/239.77.1.171:5146$IPV4•线路4
CCTV14,http://171.213.234.216:8089/rtp/239.93.1.29:6000$IPV4•线路5
CCTV14,http://183.160.35.31:4022/rtp/238.1.78.243:7816$IPV4•线路6
CCTV14,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8$IPV4•线路7
CCTV14,https://event.pull.hebtv.com/jishi/cp2.m3u8$IPV4•线路8
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8$IPV4•线路9
CCTV14,https://piccpndali.v.myalicdn.com/audio/cctv14_2.m3u8$IPV4•线路10
CCTV14,http://182.150.23.74:808/hls/14/index.m3u8$IPV4•线路11
CCTV14,http://www.dsk.cc/php/bfgd.php?id=cctv14&m.m3u8$IPV4•线路12
CCTV14,http://111.43.126.240:9003/hls/27/index.m3u8$IPV4•线路13
CCTV14,http://ygbh.site/php/bfgd.php?id=132$IPV4•线路14
CCTV14,http://sh.lnott.top:880/dx14.m3u8$IPV4•线路15
CCTV14,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv14.flv$IPV4•线路16
CCTV14,http://php.cqshushu.ggff.net/jzb.php?id=cctv14&公众号【医工学习日志】$IPV4•线路17
CCTV15,http://117.69.43.137:4022/rtp/238.1.78.222:7648$IPV4•线路1
CCTV15,http://14.117.233.31:8688/rtp/239.77.1.239:5146$IPV4•线路2
CCTV15,http://183.160.35.31:4022/rtp/238.1.78.222:7648$IPV4•线路3
CCTV15,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8$IPV4•线路4
CCTV15,http://gmxw.7766.org:808/hls/102/index.m3u8$IPV4•线路5
CCTV15,http://183.11.239.36:808/hls/102/index.m3u8$IPV4•线路6
CCTV15,http://120.76.248.139/live/bfgd/4200000133.m3u8$IPV4•线路7
CCTV15,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8$IPV4•线路8
CCTV15,http://www.dsk.cc/php/bfgd.php?id=cctv15&m.m3u8$IPV4•线路9
CCTV15,http://111.43.126.240:9003/hls/28/index.m3u8$IPV4•线路10
CCTV15,http://ygbh.site/php/bfgd.php?id=133$IPV4•线路11
CCTV15,http://sh.lnott.top:880/dx15.m3u8$IPV4•线路12
CCTV15,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv15.flv$IPV4•线路13
CCTV15,http://php.cqshushu.ggff.net/jzb.php?id=cctv15&公众号【医工学习日志】$IPV4•线路14
CCTV16,http://14.117.233.31:8688/rtp/239.77.0.165:5146$IPV4•线路1
CCTV16,http://14.117.233.31:8688/rtp/239.77.1.76:5146$IPV4•线路2
CCTV16,http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8$IPV4•线路3
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8$IPV4•线路4
CCTV16,http://183.11.239.36:808/hls/169/index.m3u8$IPV4•线路5
CCTV16,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8$IPV4•线路6
CCTV16,http://lu.wqwqwq.sbs/itv/1000000006000233002.m3u8?cdn=ystenlive$IPV4•线路7
CCTV16,http://www.dsk.cc/php/bfgd.php?id=cctv16&m.m3u8$IPV4•线路8
CCTV16,http://111.43.126.240:9003/hls/29/index.m3u8$IPV4•线路9
CCTV16,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv16.flv$IPV4•线路10
CCTV17,http://117.69.43.137:4022/rtp/238.1.78.178:7296$IPV4•线路1
CCTV17,http://14.117.233.31:8688/rtp/239.77.0.198:5146$IPV4•线路2
CCTV17,http://14.117.233.31:8688/rtp/239.77.1.121:5146$IPV4•线路3
CCTV17,http://171.213.234.216:8089/rtp/239.93.0.92:5140$IPV4•线路4
CCTV17,http://183.160.35.31:4022/rtp/238.1.78.178:7296$IPV4•线路5
CCTV17,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8$IPV4•线路6
CCTV17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8$IPV4•线路7
CCTV17,http://183.11.239.36:808/hls/35/index.m3u8$IPV4•线路8
CCTV17,http://120.76.248.139/live/bfgd/4200000204.m3u8$IPV4•线路9
CCTV17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8$IPV4•线路10
CCTV17,https://tvpull.careryun.com/live/ba591d30ad977fb8ca911e665fa016cf.m3u8?txSecret=f401eb24b38f50f059d48744d3b993ab&txTime=68f4d4e2$IPV4•线路11
CCTV17,http://111.43.126.240:9003/hls/30/index.m3u8$IPV4•线路12
CCTV17,http://ygbh.site/php/bfgd.php?id=204$IPV4•线路13
CCTV17,http://sh.lnott.top:880/dx17.m3u8$IPV4•线路14
CCTV17,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv17.flv$IPV4•线路15
CCTV17,http://php.cqshushu.ggff.net/jzb.php?id=cctv17&公众号【医工学习日志】$IPV4•线路16
CCTV4K,http://14.117.233.31:8688/rtp/239.77.0.194:5146$IPV4•线路1
CCTV4K,http://14.117.233.31:8688/rtp/239.77.1.180:5146$IPV4•线路2
CCTV4K,http://171.213.234.216:8089/rtp/239.93.42.42:5140$IPV4•线路3
CCTV8K,http://14.117.233.31:8688/rtp/239.253.43.106:5146$IPV4
CETV1,http://ygbh.site/php/bfgd.php?id=135$IPV4•线路1
CETV1,https://live.chinacert.cftest5.cn/mg/?id=923287154$IPV4•线路2
CETV2,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv2/50/20240709/index.m3u8?msisdn=20250903090033bf55eab2bb984fe0b4ac863e60d28ac6&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20250903090033&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=106.13.250.83&SecurityKey=20250903090033&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ebfbdc6c83654112720d2b5599373223&ddCalcu=3e2bv2fa3ba7da3c969c5853b625d4012172&sv=10004&ct=android$IPV4•线路1
CETV2,http://ygbh.site/php/bfgd.php?id=492$IPV4•线路2
CETV2,https://live.chinacert.cftest5.cn/mg/?id=923287211$IPV4•线路3
